anime_id,name,genre,type,episodes,rating,members
31299,Tao Hua Yuan Ji,"Fantasy, Historical",Movie,1,5.97,113
26311,Tasukeai no Rekishi: Inochi Hoken no Hajimari,"Drama, Historical, Kids",OVA,1,5.62,72
18907,Tensai Eri-chan Kingyo wo Tabeta,"Comedy, Kids, Slice of Life",Movie,1,4.5,60
23723,Teppen,"Action, Comedy",OVA,2,4.69,86
6730,Tonde Mon Pe,Kids,TV,42,6.94,120
21711,Torero Kamomiro,"Kids, Music",Music,1,3.46,103
21509,Trip Trek (2010),"Adventure, Comedy, Fantasy",ONA,8,5.0,73
6917,Tsuideni Tonchinkan,Comedy,TV,43,7.13,189
19311,Turuturutu Narongi,"Adventure, Kids",TV,52,6.25,67
10224,Uchuu Majin Daikengou,"Action, Adventure, Mecha, Sci-Fi, Shounen, Space",TV,26,6.6,229
16830,Uju Jeonsa Hong Gildong,"Action, Adventure, Kids, Sci-Fi, Space",Movie,1,4.58,63
4681,Ultra Nyan: Hoshizora kara Maiorita Fushigi Neko,"Comedy, Kids",Movie,1,6.3,277
20225,Umigame to Shounen,"Drama, Historical",Special,1,6.55,90
6522,Usahana: Yumemiru Ballerina,Kids,Special,7,5.76,125
13303,Usogui,"Game, Psychological, Seinen",OVA,1,5.64,867
25597,Vampiyan Kids Specials,"Comedy, Fantasy, Kids",Special,3,6.13,77
20145,Wagahai wa Neko de Aru,"Comedy, Historical, Slice of Life",Special,1,6.23,102
9228,Wan Wan Chuushingura,"Action, Adventure, Drama, Fantasy",Movie,1,6.12,200
21161,Wansa-kun OVA,"Comedy, Kids",OVA,1,6.57,62
29363,Watashi no Ashinaga Ojisan Specials,"Comedy, Romance, School, Shoujo, Slice of Life",Special,2,6.48,112
6156,Xi Yang Yang Yu Hui Tai Lang: Zhi Niu Qi Chong Tian,"Adventure, Comedy, Kids",Movie,1,5.16,152
30169,Yubikiri,Music,Music,1,4.54,75
30763,Yuuki no Omamori,"Drama, Kids",OVA,1,6.42,101
6272,Zakuro Yashiki,Historical,OVA,1,6.21,531
5821,Zenmai Zamurai,"Comedy, Kids",TV,30,6.44,152
30090,Zombie Ehon,Comedy,ONA,1,3.54,86
21829,Fella Pure: Mitarashi-san Chi no Jijou The Animation,Hentai,OVA,1,7.52,6648
5959,Mizugi Kanojo: The Animation,Hentai,OVA,4,7.42,8649
7053,Fault!!,Hentai,OVA,3,7.21,11055
32423,Pretty x Cation The Animation,Hentai,OVA,2,7.2,2636
5194,Aneimo,Hentai,OVA,2,7.09,7244
11321,Nee Summer!,Hentai,OVA,2,7.08,7929
6194,Stretta The Animation,Hentai,OVA,2,7.08,5625
2433,Lingeries,Hentai,OVA,3,7.02,4344
747,Haru wo Daite Ita,"Drama, Romance, Yaoi",OVA,2,6.99,15269
5784,Ai no Kusabi (2012),"Drama, Romance, Sci-Fi, Yaoi",OVA,4,6.97,17943
22347,Pandra The Animation: Shiroki Yokubou Kuro no Kibou,"Demons, Fantasy, Hentai, Supernatural",OVA,2,6.96,2889
10458,Ran-&gt;Sem: Hakudaku Delmo Tsuma no Miira Tori,Hentai,OVA,2,6.92,4192
4010,Alignment You! You! The Animation,"Demons, Hentai, School, Supernatural",OVA,2,6.89,6951
10827,Wizard Girl Ambitious,"Fantasy, Hentai",OVA,1,6.89,6007
4399,Honoo no Haramase Tenkousei,"Harem, Hentai, School, Yuri",OVA,3,6.88,4965
5644,"Sora no Iro, Mizu no Iro Ero Specials",Hentai,OVA,2,6.86,1771
8918,Princess Lover! OVA,Hentai,OVA,2,6.84,17437
21751,Okusama wa Moto Yariman,Hentai,OVA,2,6.83,3390
15867,Zettai Junshu☆Kyousei Kozukuri Kyokashou!!,Hentai,OVA,2,6.8,4538
3537,Cleavage,Hentai,OVA,2,6.74,6250
28313,Kanojo wa Dare to demo Sex Suru.,Hentai,OVA,2,6.72,3054
16644,Soushi Souai: Junai Mellow yori,Hentai,OVA,1,6.67,2060
1783,Imouto Jiru,Hentai,OVA,2,6.64,5952
1634,Ai Shimai: Futari no Kajitsu,Hentai,OVA,3,6.62,6387
20995,Himekishi Olivia,Hentai,OVA,2,6.61,2350
14661,Kindan no Byoutou The Animation,"Harem, Hentai",OVA,2,6.62,2150
1360,Makai Tenshi Djibril,Hentai,OVA,4,6.61,5641
2275,Saishuu Chikan Densha,Hentai,OVA,3,6.6,2445
2394,Ma ga Ochiru Yoru,Hentai,OVA,3,6.59,2684
5603,Shin Ringetsu,"Drama, Hentai, Supernatural",OVA,2,6.59,2295
10256,Shion Special,Hentai,Special,1,6.58,860
31401,Creamy Pie,Hentai,OVA,2,6.54,2481
4057,Inyouchuu Shoku,"Demons, Fantasy, Hentai",OVA,2,6.51,3056
2590,Genmukan,Hentai,OVA,2,6.5,3813
2883,Iyashite Agerun Saiyuuki,"Hentai, Parody",OVA,1,6.49,3165
6685,Mesu Kyoushi: Injoku no Kyoushitsu,Hentai,OVA,3,6.48,2005
7266,Binkan Athlete,Hentai,OVA,1,6.46,3537
31885,Majuu Jouka Shoujo Utea,Hentai,OVA,2,6.45,1542
7179,Makai Tenshi Djibril 3,"Fantasy, Harem, Hentai, School, Supernatural",OVA,2,6.44,2831
5321,Futari no Aniyome,Hentai,OVA,2,6.43,1958
1339,Cool Devices,Hentai,OVA,11,6.41,3966
1388,Yakin Byoutou Ni,Hentai,OVA,5,6.38,2741
25055,Furifure The Animation,Hentai,OVA,1,6.37,1832
1113,One: Kagayaku Kisetsu e - True Stories,Hentai,OVA,3,6.37,1934
12955,Cele Kano,Hentai,OVA,2,6.36,1947
27881,Ana no Oku no Ii Tokoro,Hentai,OVA,2,6.35,2104
2858,Ikusa Otome Valkyrie,Hentai,OVA,2,6.34,3755
3538,Dorei Kaigo,Hentai,OVA,3,6.32,1959
3074,Minerva no Kenshi,"Fantasy, Hentai",OVA,5,6.3,1278
16091,Mouryou no Nie,"Hentai, Horror, Supernatural",OVA,2,6.3,1838
6558,Choukou Sennin Haruka,"Hentai, Yuri",OVA,3,6.25,3539
18695,Toriko no Chigiri,Hentai,OVA,2,6.25,2016
6635,Ayatsuri Haramase DreamNote,Hentai,OVA,2,6.21,3670
26059,Samurai Hormone The Animation,Hentai,OVA,1,6.2,1433
3307,Moke Moke Taishou Dendo Musume Arisa,"Hentai, Mecha",OVA,2,6.18,3321
4011,Binetsukko ♭37℃ The Animation,"Harem, Hentai, School",OVA,2,6.14,1925
1405,Tokio Kidou Police,"Comedy, Hentai, Parody, Romance",OVA,2,6.14,1135
4562,Chikan Juunin-tai The Animation,Hentai,OVA,5,6.13,1270
3370,Natural: Another,"Hentai, Romance",OVA,2,6.12,1059
2440,Suki da yo!,Hentai,OVA,2,6.09,1201
13559,Lovely Day: Boku to Kanojo no Nana Nichikan,Hentai,OVA,1,6.04,2079
1512,Court no Naka no Tenshi-tachi,"Hentai, School, Sports",OVA,2,6.02,1771
1353,The Urotsuki,"Adventure, Demons, Fantasy, Hentai, Horror",OVA,3,6.01,1480
9325,Shin Seiki Cream Lemon,"Hentai, Yuri",OVA,2,6.0,543
4541,Vicious,Hentai,OVA,2,6.0,1073
2412,Cambrian,Hentai,OVA,2,5.99,2487
4488,Keraku-No-OH King of Pleasure,Hentai,OVA,3,5.98,882
5408,Princess Holiday: Korogaru Ringo Tei Senya Ichiya,"Fantasy, Hentai",OVA,2,5.97,767
2185,Words Worth Gaiden,"Action, Adventure, Fantasy, Hentai",OVA,2,5.97,2402
692,Dousou Kai,"Harem, Hentai, Romance",OVA,4,5.96,1047
22081,Cosplay Rakuen,Hentai,OVA,1,5.96,1670
5556,Moonlight Sonata,Hentai,OVA,1,5.95,288
19635,Hontou ni Atta,Hentai,OVA,2,5.92,1361
9326,Yubisaki Annainin Shirudaku Settai Okawari Sanhaime,Hentai,OVA,3,5.9,1363
5674,Ashita no Yukinojou,"Hentai, Romance, School, Sports",OVA,4,5.87,1547
2345,Choujin Densetsu Urotsukidouji 5: Kanketsu-hen,"Demons, Fantasy, Hentai, Horror",OVA,1,5.83,1082
5645,Castle Fantasia: Seima Taisen,Hentai,OVA,3,5.77,1220
30658,Gakuen no Ikenie: Nagusami Mono to Kashita Kyonyuu Furyou Shoujo,Hentai,OVA,1,5.76,1539
4840,M.E.M.: Yogosareta Junketsu,Hentai,OVA,2,5.75,927
4492,Seisen Gakuin,Hentai,OVA,1,5.72,1628
2443,Kara no Naka no Kotori,Hentai,OVA,5,5.67,663
10424,Ona x2,Hentai,OVA,1,5.65,946
3211,Otenki Oneesan,"Comedy, Hentai, Yuri",OVA,2,5.63,1040
3633,Angel,"Comedy, Hentai, School",OVA,1,5.61,1005
4557,Handle With Care..,Hentai,OVA,1,5.56,415
4841,Doukyuusei (OVA): Climax,Hentai,OVA,2,5.54,562
3648,Shownoid Mako-chan,Hentai,OVA,2,5.53,966
5646,Deep Voice,Hentai,OVA,3,5.51,844
2936,Private Emotion,Hentai,OVA,2,5.51,747
5605,Concerto,Hentai,OVA,2,5.48,709
3160,Houkago Mania Club: Koi no Hoshii no,"Hentai, Yuri",OVA,2,5.46,1710
3981,Shokuzai no Kyoushitsu,Hentai,OVA,2,5.42,1483
9851,O-parts: Oman,"Action, Comedy, Hentai, Mecha",Special,1,5.31,488
11825,Enshou Nihon Mukashibanashi,"Comedy, Hentai, Historical",OVA,1,5.2,238
3635,Advancer Tina,"Hentai, Sci-Fi, Space",OVA,1,5.16,1487
5402,Maid Meshimase,Hentai,OVA,1,4.94,525
18483,Bishoujo Animerama: Manami no Michi Tono Sou Nyuu!?,"Hentai, Sci-Fi",OVA,1,3.25,214
14207,Lovely Series,Hentai,OVA,2,4.11,174
18197,Nudl Nude,"Comedy, Hentai, Parody",OVA,1,4.14,186
10368,Teleclub no Himitsu,Hentai,OVA,2,4.67,148
26081,Yasuji no Pornorama: Yacchimae!!,Hentai,Movie,1,5.46,142
